#============================================================================
# Opacities computed by OpTool        <a^n>=  8.2877E-2  1.1097E-1  5.3228E-1
# Method:   DHS  fmax=  0.800
# Parameters:
#   amin [um]=      0.050 amax [um]=   3000.000  na  =   72    apow=   3.5    
#   lmin [um]=      0.050 lmax [um]=  10000.000  nlam=  300    nang=   180
#   porosity =      0.000 p_mantle =      0.000  fmax= 0.80    chop=   0.0
# Composition:
#  Where   mfrac  rho   Material
#  -----   -----  ----  -----------------------------------------------------
#  core    1.000  3.01  pyr
#  - - -   - - -  -  -  - - - - - - - - - - - - - - - - - - - - - - - - - - -
#  grain   1.000  3.01  mixture of  1 materials
#----------------------------------------------------------------------------
# Command: /Applications/optool/optool pyr
#============================================================================
# Standard output file, no scattering matrix
#    iformat
#    nlambda
#    lambda[um]  kabs [cm^2/g]  ksca [cm^2/g]    g_asymmetry
#============================================================================
           3
         300
   5.000000E-02   2.202612E+02   5.075325E+02   8.966311E-01
   5.208338E-02   2.187341E+02   5.136780E+02   8.946075E-01
   5.425358E-02   2.171925E+02   5.201669E+02   8.921331E-01
   5.651420E-02   2.158536E+02   5.269429E+02   8.900971E-01
   5.886902E-02   2.142881E+02   5.343013E+02   8.874982E-01
   6.132195E-02   2.127346E+02   5.415533E+02   8.846136E-01
   6.387710E-02   2.112523E+02   5.492229E+02   8.813994E-01
   6.653871E-02   2.096774E+02   5.569219E+02   8.788553E-01
   6.931123E-02   2.081516E+02   5.651917E+02   8.759954E-01
   7.219927E-02   2.066029E+02   5.729596E+02   8.724474E-01
   7.520764E-02   2.048588E+02   5.807981E+02   8.688616E-01
   7.834137E-02   2.030633E+02   5.887861E+02   8.660198E-01
   8.160568E-02   2.015629E+02   5.965783E+02   8.628613E-01
   8.500600E-02   1.998889E+02   6.031673E+02   8.590768E-01
   8.854800E-02   1.978449E+02   6.097465E+02   8.556241E-01
   9.223759E-02   1.959016E+02   6.166244E+02   8.527495E-01
   9.608092E-02   1.942773E+02   6.226611E+02   8.492891E-01
   1.000844E-01   1.924706E+02   6.270581E+02   8.451128E-01
   1.042547E-01   1.902495E+02   6.312323E+02   8.417808E-01
   1.085987E-01   1.880990E+02   6.355567E+02   8.389435E-01
   1.131238E-01   1.862848E+02   6.387924E+02   8.357282E-01
   1.178374E-01   1.843031E+02   6.406919E+02   8.318654E-01
   1.227474E-01   1.821587E+02   6.422822E+02   8.286080E-01
   1.278620E-01   1.799483E+02   6.431455E+02   8.254682E-01
   1.331897E-01   1.778956E+02   6.425283E+02   8.218508E-01
   1.387394E-01   1.755909E+02   6.413932E+02   8.178725E-01
   1.445204E-01   1.732919E+02   6.405022E+02   8.145440E-01
   1.505422E-01   1.712224E+02   6.392288E+02   8.115000E-01
   1.568150E-01   1.692246E+02   6.363742E+02   8.080482E-01
   1.633491E-01   1.669380E+02   6.326844E+02   8.045757E-01
   1.701555E-01   1.645441E+02   6.287426E+02   8.016565E-01
   1.772455E-01   1.623929E+02   6.243483E+02   7.986367E-01
   1.846309E-01   1.602453E+02   6.189466E+02   7.950827E-01
   1.923240E-01   1.578804E+02   6.134795E+02   7.918164E-01
   2.003377E-01   1.562607E+02   6.072691E+02   7.896387E-01
   2.086853E-01   1.714226E+02   5.781609E+02   7.956593E-01
   2.173808E-01   1.872506E+02   5.469729E+02   8.021303E-01
   2.264385E-01   1.938989E+02   5.278704E+02   8.049723E-01
   2.358737E-01   1.967055E+02   5.139045E+02   8.063488E-01
   2.457020E-01   1.985793E+02   5.011323E+02   8.069513E-01
   2.559398E-01   1.995104E+02   4.893902E+02   8.069115E-01
   2.666043E-01   1.978008E+02   4.814007E+02   8.059028E-01
   2.777131E-01   1.945444E+02   4.756020E+02   8.041223E-01
   2.892847E-01   1.885185E+02   4.720783E+02   8.013294E-01
   3.013385E-01   1.813588E+02   4.693073E+02   7.980699E-01
   3.138946E-01   1.714860E+02   4.693494E+02   7.942166E-01
   3.269739E-01   1.595394E+02   4.710296E+02   7.898747E-01
   3.405981E-01   1.459364E+02   4.733956E+02   7.847991E-01
   3.547901E-01   1.315631E+02   4.749644E+02   7.803576E-01
   3.695734E-01   1.187841E+02   4.751141E+02   7.771307E-01
   3.849726E-01   1.076138E+02   4.735669E+02   7.741813E-01
   4.010136E-01   9.732514E+01   4.707488E+02   7.711236E-01
   4.177229E-01   8.275874E+01   4.725129E+02   7.668326E-01
   4.351284E-01   7.118808E+01   4.721095E+02   7.641901E-01
   4.532592E-01   6.140503E+01   4.697410E+02   7.611432E-01
   4.721455E-01   5.307369E+01   4.658735E+02   7.588081E-01
   4.918187E-01   4.572392E+01   4.616773E+02   7.578469E-01
   5.123117E-01   4.086982E+01   4.555613E+02   7.566760E-01
   5.336585E-01   3.725656E+01   4.486927E+02   7.554851E-01
   5.558948E-01   3.422912E+01   4.406118E+02   7.546086E-01
   5.790577E-01   3.212832E+01   4.334412E+02   7.546666E-01
   6.031857E-01   3.007231E+01   4.255755E+02   7.541947E-01
   6.283191E-01   2.872497E+01   4.172475E+02   7.536154E-01
   6.544997E-01   2.747739E+01   4.088992E+02   7.535484E-01
   6.817712E-01   2.628769E+01   4.003353E+02   7.548759E-01
   7.101790E-01   2.525657E+01   3.923535E+02   7.547491E-01
   7.397705E-01   2.443367E+01   3.838145E+02   7.545342E-01
   7.705951E-01   2.358379E+01   3.763703E+02   7.551287E-01
   8.027040E-01   2.297306E+01   3.693096E+02   7.545808E-01
   8.361508E-01   2.248194E+01   3.619299E+02   7.542770E-01
   8.709913E-01   2.182086E+01   3.533346E+02   7.543368E-01
   9.072835E-01   2.127255E+01   3.463023E+02   7.554403E-01
   9.450879E-01   2.076419E+01   3.388838E+02   7.560764E-01
   9.844676E-01   2.021357E+01   3.316863E+02   7.560608E-01
   1.025488E+00   1.967089E+01   3.247614E+02   7.558352E-01
   1.068218E+00   1.899350E+01   3.182037E+02   7.562445E-01
   1.112728E+00   1.826328E+01   3.122817E+02   7.559754E-01
   1.159093E+00   1.748182E+01   3.064060E+02   7.548067E-01
   1.207389E+00   1.667785E+01   3.006486E+02   7.548192E-01
   1.257699E+00   1.575762E+01   2.935895E+02   7.567224E-01
   1.310104E+00   1.489141E+01   2.877664E+02   7.569747E-01
   1.364693E+00   1.401924E+01   2.829492E+02   7.549458E-01
   1.421557E+00   1.328542E+01   2.778968E+02   7.552252E-01
   1.480790E+00   1.274311E+01   2.711242E+02   7.567298E-01
   1.542491E+00   1.236409E+01   2.657194E+02   7.563332E-01
   1.606763E+00   1.197311E+01   2.601024E+02   7.561967E-01
   1.673713E+00   1.180111E+01   2.541344E+02   7.574979E-01
   1.743453E+00   1.163974E+01   2.484920E+02   7.587829E-01
   1.816098E+00   1.144081E+01   2.426165E+02   7.590147E-01
   1.891771E+00   1.117191E+01   2.370354E+02   7.596344E-01
   1.970597E+00   1.080123E+01   2.322653E+02   7.603458E-01
   2.052707E+00   1.036948E+01   2.275853E+02   7.606011E-01
   2.138239E+00   9.902555E+00   2.221861E+02   7.606435E-01
   2.227334E+00   9.373763E+00   2.169991E+02   7.620508E-01
   2.320142E+00   8.911170E+00   2.128364E+02   7.627122E-01
   2.416817E+00   8.517788E+00   2.085632E+02   7.620478E-01
